ID materiału,Etap,Sesje docelowe,Brief,Prompt lub dokładny tekst,Źródło,Model i wersja,Plan/licencja,Data,Plik master,Eksport,Status,Uwagi z telefonu
VOICE_meditate_morning-arrival-4_steps_03,TOŻSAMOŚĆ GŁOSU WYMAGANA,morning-arrival-4,Breathe; 120–180 s; mowa musi pozostawić przestrzeń na praktykę,Now notice a few natural breaths. Do not make them deeper unless the body wants to. Feel the small movement of breathing and give yourself permission not to rush the next moment.,DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/morning-arrival-4/03-breathe.wav,narration/releaf-guide/morning-arrival-4/03-breathe.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_meditate_morning-arrival-4_steps_04,TOŻSAMOŚĆ GŁOSU WYMAGANA,morning-arrival-4,Choose; 180–240 s; mowa musi pozostawić przestrzeń na praktykę,"Before you finish, choose one thing that genuinely deserves your attention today. Not everything at once. Just one direction, task, or person you would like to meet with a little more presence.",DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/morning-arrival-4/04-choose.wav,narration/releaf-guide/morning-arrival-4/04-choose.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_meditate_work-break-3_steps_01,TOŻSAMOŚĆ GŁOSU WYMAGANA,work-break-3,Stop; 0–60 s; mowa musi pozostawić przestrzeń na praktykę,"For this minute, stop doing the task. Let your hands move away from the keyboard or whatever you have been working on. The work can remain unfinished. This pause is not another task to complete; it is simply a short break from task pressure.",DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/work-break-3/01-stop.wav,narration/releaf-guide/work-break-3/01-stop.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_meditate_work-break-3_steps_02,TOŻSAMOŚĆ GŁOSU WYMAGANA,work-break-3,Notice; 60–120 s; mowa musi pozostawić przestrzeń na praktykę,"Look around and notice three ordinary things in the room. Then notice one clear sensation in the body: feet on the floor, hands resting, or the support of the chair. Let attention move from the work into the environment you are actually sitting in.",DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/work-break-3/02-notice.wav,narration/releaf-guide/work-break-3/02-notice.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_meditate_work-break-3_steps_03,TOŻSAMOŚĆ GŁOSU WYMAGANA,work-break-3,Return; 120–180 s; mowa musi pozostawić przestrzeń na praktykę,"Before you return, choose the first useful action. Make it specific and small enough to begin immediately. You do not need to organise the whole workload during this break. When the session ends, return to that one action first.",DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/work-break-3/03-return.wav,narration/releaf-guide/work-break-3/03-return.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_meditate_steady-attention-10_steps_01,TOŻSAMOŚĆ GŁOSU WYMAGANA,steady-attention-10,Arrive; 0–75 s; mowa musi pozostawić przestrzeń na praktykę,"Settle into a position you can stay with for a while. Notice where the chair, floor, or bed is already supporting you. Let your hands rest. There is no need to prepare perfectly. Give the body a moment to arrive before asking attention to do anything.",DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/steady-attention-10/01-arrive.wav,narration/releaf-guide/steady-attention-10/01-arrive.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_meditate_steady-attention-10_steps_02,TOŻSAMOŚĆ GŁOSU WYMAGANA,steady-attention-10,Anchor; 75–195 s; mowa musi pozostawić przestrzeń na praktykę,"Choose one clear sensation as an anchor. It might be breathing, the pressure of your feet, or the contact of your hands. Stay close to the actual sensation rather than the idea of it. You do not need to hold attention there continuously. Let it simply be the place you return to.",DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/steady-attention-10/02-anchor.wav,narration/releaf-guide/steady-attention-10/02-anchor.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_meditate_steady-attention-10_steps_03,TOŻSAMOŚĆ GŁOSU WYMAGANA,steady-attention-10,Drift; 195–285 s; mowa musi pozostawić przestrzeń na praktykę,"At some point attention will move. Perhaps into a thought, a sound, a memory, or a plan. See if you can notice that movement without treating it as a mistake. The useful moment is not perfect focus. The useful moment is recognising that attention has gone somewhere else.",DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/steady-attention-10/03-drift.wav,narration/releaf-guide/steady-attention-10/03-drift.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_meditate_steady-attention-10_steps_04,TOŻSAMOŚĆ GŁOSU WYMAGANA,steady-attention-10,Return; 285–405 s; mowa musi pozostawić przestrzeń na praktykę,"Return to the anchor with as little drama as possible. No need to force concentration or make the next moment better than the last. Notice the sensation again. If attention moves, return again. Repetition is the practice here.",DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/steady-attention-10/04-return.wav,narration/releaf-guide/steady-attention-10/04-return.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_meditate_steady-attention-10_steps_05,TOŻSAMOŚĆ GŁOSU WYMAGANA,steady-attention-10,Widen; 405–510 s; mowa musi pozostawić przestrzeń na praktykę,Let awareness become a little wider. Keep some contact with the anchor while also allowing sounds and other body sensations to be present. Nothing has to be pushed out. Practise letting attention stay organised without becoming narrow.,DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/steady-attention-10/05-widen.wav,narration/releaf-guide/steady-attention-10/05-widen.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_meditate_steady-attention-10_steps_06,TOŻSAMOŚĆ GŁOSU WYMAGANA,steady-attention-10,Close; 510–600 s; mowa musi pozostawić przestrzeń na praktykę,"Let the anchor become less important now. Notice the whole body, the room, and the sounds around you. Before you finish, choose where you want your attention to go next. Let that choice be deliberate rather than automatic.",DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/steady-attention-10/06-close.wav,narration/releaf-guide/steady-attention-10/06-close.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_meditate_sitting-with-uncertainty-8_steps_01,TOŻSAMOŚĆ GŁOSU WYMAGANA,sitting-with-uncertainty-8,Orient; 0–60 s; mowa musi pozostawić przestrzeń na praktykę,"Begin with what is certain in this moment. Notice the room, the surface beneath you, and one ordinary sound. Let these simple details remind you that you are here now, before the mind moves ahead into what might happen.",DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/sitting-with-uncertainty-8/01-orient.wav,narration/releaf-guide/sitting-with-uncertainty-8/01-orient.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_meditate_sitting-with-uncertainty-8_steps_02,TOŻSAMOŚĆ GŁOSU WYMAGANA,sitting-with-uncertainty-8,Name; 60–140 s; mowa musi pozostawić przestrzeń na praktykę,"Notice the simple fact that you do not know exactly what comes next. Try not to turn that uncertainty into a prediction. Not knowing is different from knowing that something bad will happen. For now, just name the uncertainty and let it be unfinished.",DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/sitting-with-uncertainty-8/02-name.wav,narration/releaf-guide/sitting-with-uncertainty-8/02-name.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_meditate_sitting-with-uncertainty-8_steps_03,TOŻSAMOŚĆ GŁOSU WYMAGANA,sitting-with-uncertainty-8,Body; 140–230 s; mowa musi pozostawić przestrzeń na praktykę,"Notice where uncertainty shows up in the body. Perhaps pressure, tightness, warmth, restlessness, or something harder to name. Describe the sensation simply, without explaining why it is there. Stay with the physical information rather than the prediction.",DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/sitting-with-uncertainty-8/03-body.wav,narration/releaf-guide/sitting-with-uncertainty-8/03-body.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_meditate_sitting-with-uncertainty-8_steps_04,TOŻSAMOŚĆ GŁOSU WYMAGANA,sitting-with-uncertainty-8,Allow; 230–320 s; mowa musi pozostawić przestrzeń na praktykę,See if the sensation can be here for this moment without becoming a problem you must solve immediately. You are not agreeing with it or asking it to stay. You are only noticing that you can continue to sit here while the feeling changes in its own way.,DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/sitting-with-uncertainty-8/04-allow.wav,narration/releaf-guide/sitting-with-uncertainty-8/04-allow.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_meditate_sitting-with-uncertainty-8_steps_05,TOŻSAMOŚĆ GŁOSU WYMAGANA,sitting-with-uncertainty-8,Space; 320–410 s; mowa musi pozostawić przestrzeń na praktykę,Let thoughts come and go without following every branch. Keep some awareness with the body and the room at the same time. The mind may keep offering possibilities. You do not need to answer each one.,DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/sitting-with-uncertainty-8/05-space.wav,narration/releaf-guide/sitting-with-uncertainty-8/05-space.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_meditate_sitting-with-uncertainty-8_steps_06,TOŻSAMOŚĆ GŁOSU WYMAGANA,sitting-with-uncertainty-8,Return; 410–480 s; mowa musi pozostawić przestrzeń na praktykę,"Before you finish, choose one useful next action that does not require certainty. Something small and real that can be done with the information you already have. Let action come from what is available now, rather than waiting to feel completely sure.",DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/sitting-with-uncertainty-8/06-return.wav,narration/releaf-guide/sitting-with-uncertainty-8/06-return.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_meditate_whole-body-scan-10_steps_01,TOŻSAMOŚĆ GŁOSU WYMAGANA,whole-body-scan-10,Settle; 0–60 s; mowa musi pozostawić przestrzeń na praktykę,Notice the weight of the body and the places already being supported. Let the surface beneath you take the weight it can take. There is nothing to scan yet. Begin with the simple sense of the whole body being here.,DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/whole-body-scan-10/01-settle.wav,narration/releaf-guide/whole-body-scan-10/01-settle.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_meditate_whole-body-scan-10_steps_02,TOŻSAMOŚĆ GŁOSU WYMAGANA,whole-body-scan-10,Face & Neck; 60–150 s; mowa musi pozostawić przestrzeń na praktykę,"Bring attention through the forehead, eyes, cheeks, jaw, and neck. Notice pressure, temperature, movement, or areas with very little sensation. There is no need to make the face soft. Let yourself notice before changing anything.",DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/whole-body-scan-10/02-face-neck.wav,narration/releaf-guide/whole-body-scan-10/02-face-neck.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_meditate_whole-body-scan-10_steps_03,TOŻSAMOŚĆ GŁOSU WYMAGANA,whole-body-scan-10,Upper Body; 150–250 s; mowa musi pozostawić przestrzeń na praktykę,"Move through the shoulders, arms, hands, and upper back. Notice heaviness, contact, warmth, tension, or ease. If one area calls for more attention, let it have a few moments without trying to fix what you find.",DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/whole-body-scan-10/03-upper-body.wav,narration/releaf-guide/whole-body-scan-10/03-upper-body.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_meditate_whole-body-scan-10_steps_04,TOŻSAMOŚĆ GŁOSU WYMAGANA,whole-body-scan-10,Center; 250–350 s; mowa musi pozostawić przestrzeń na praktykę,"Bring attention through the chest, ribs, abdomen, and lower back. Notice the movement already happening with breathing. Feel pressure from clothing or support beneath you. Let the centre of the body be experienced rather than analysed.",DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/whole-body-scan-10/04-center.wav,narration/releaf-guide/whole-body-scan-10/04-center.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_meditate_whole-body-scan-10_steps_05,TOŻSAMOŚĆ GŁOSU WYMAGANA,whole-body-scan-10,Lower Body; 350–450 s; mowa musi pozostawić przestrzeń na praktykę,"Notice the hips, legs, knees, ankles, and feet. Feel their weight and contact with the surface beneath you. There may be restlessness or tension. Let those sensations be part of the scan without needing the lower body to become still.",DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/whole-body-scan-10/05-lower-body.wav,narration/releaf-guide/whole-body-scan-10/05-lower-body.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_meditate_whole-body-scan-10_steps_06,TOŻSAMOŚĆ GŁOSU WYMAGANA,whole-body-scan-10,Whole Body; 450–550 s; mowa musi pozostawić przestrzeń na praktykę,"Now let the separate regions come together. Notice the whole body at once, not as a picture but as changing sensation. Some areas may feel clear and others vague. Let all of that belong to one field of experience.",DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/whole-body-scan-10/06-whole-body.wav,narration/releaf-guide/whole-body-scan-10/06-whole-body.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_meditate_whole-body-scan-10_steps_07,TOŻSAMOŚĆ GŁOSU WYMAGANA,whole-body-scan-10,Close; 550–600 s; mowa musi pozostawić przestrzeń na praktykę,"Let attention widen beyond the body. Notice sounds and the room again. Allow the scan to end without deciding whether anything changed enough. When you are ready, reconnect with what comes next.",DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/whole-body-scan-10/07-close.wav,narration/releaf-guide/whole-body-scan-10/07-close.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_meditate_open-field-10_steps_01,TOŻSAMOŚĆ GŁOSU WYMAGANA,open-field-10,Anchor; 0–90 s; mowa musi pozostawić przestrzeń na praktykę,"Begin with one simple sensation. Let it give attention a clear starting point. Stay there for a while, not because you need to exclude everything else, but because a stable place to begin makes it easier to notice when awareness widens.",DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/open-field-10/01-anchor.wav,narration/releaf-guide/open-field-10/01-anchor.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_meditate_open-field-10_steps_02,TOŻSAMOŚĆ GŁOSU WYMAGANA,open-field-10,Sounds; 90–190 s; mowa musi pozostawić przestrzeń na praktykę,"Allow sounds to become part of awareness. Near or distant, pleasant or ordinary. Do not search for the next sound. Let it arrive, change, and disappear in its own time while you remain here listening.",DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/open-field-10/02-sounds.wav,narration/releaf-guide/open-field-10/02-sounds.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_meditate_open-field-10_steps_03,TOŻSAMOŚĆ GŁOSU WYMAGANA,open-field-10,Body; 190–290 s; mowa musi pozostawić przestrzeń na praktykę,"Include the body now without scanning it part by part. Let pressure, temperature, breathing, and other sensations appear wherever they are noticeable. There is no need to move attention around deliberately.",DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/open-field-10/03-body.wav,narration/releaf-guide/open-field-10/03-body.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_meditate_open-field-10_steps_04,TOŻSAMOŚĆ GŁOSU WYMAGANA,open-field-10,Thoughts; 290–390 s; mowa musi pozostawić przestrzeń na praktykę,Thoughts can be included too. Notice when one appears and when another takes its place. A thought may feel important without needing to be followed right now. Let thinking be one more changing event inside awareness.,DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/open-field-10/04-thoughts.wav,narration/releaf-guide/open-field-10/04-thoughts.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_meditate_open-field-10_steps_05,TOŻSAMOŚĆ GŁOSU WYMAGANA,open-field-10,Open; 390–530 s; mowa musi pozostawić przestrzeń na praktykę,"Let the field stay open. Sounds, sensations, thoughts, and quiet can all be present together. Nothing needs to become the centre for long. Notice how experience changes when you stop choosing one thing to hold onto.",DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/open-field-10/05-open.wav,narration/releaf-guide/open-field-10/05-open.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
